step,agent_idx,junction_id,reward,episode_reward
69,4,J7,-1.5e-05,60.039340867030255
69,5,J10,0.224985,60.039340867030255
69,6,J11,0.074985,60.039340867030255
69,7,J12,-1.5e-05,60.039340867030255
69,8,J22,0.299985,60.039340867030255
70,0,J0,0.025677810861169256,60.714898677891426
70,1,J1,-1.5e-05,60.714898677891426
70,2,J5,-1.5e-05,60.714898677891426
70,3,J6,0.09998499999999999,60.714898677891426
70,4,J7,0.199985,60.714898677891426
70,5,J10,0.149985,60.714898677891426
70,6,J11,-1.5e-05,60.714898677891426
70,7,J12,-1.5e-05,60.714898677891426
70,8,J22,0.199985,60.714898677891426
71,0,J0,0.025677810861169256,61.24045648875259
71,1,J1,-1.5e-05,61.24045648875259
71,2,J5,0.299985,61.24045648875259
71,3,J6,0.199985,61.24045648875259
71,4,J7,-1.5e-05,61.24045648875259
71,5,J10,-1.5e-05,61.24045648875259
71,6,J11,-1.5e-05,61.24045648875259
71,7,J12,-1.5e-05,61.24045648875259
71,8,J22,-1.5e-05,61.24045648875259
72,0,J0,0.025677810861169256,61.64101429961376
72,1,J1,-1.5e-05,61.64101429961376
72,2,J5,-1.5e-05,61.64101429961376
72,3,J6,-1.5e-05,61.64101429961376
72,4,J7,-1.5e-05,61.64101429961376
72,5,J10,0.224985,61.64101429961376
72,6,J11,0.149985,61.64101429961376
72,7,J12,-1.5e-05,61.64101429961376
72,8,J22,-1.5e-05,61.64101429961376
73,0,J0,0.025677810861169256,62.31657211047493
73,1,J1,-1.5e-05,62.31657211047493
73,2,J5,0.299985,62.31657211047493
73,3,J6,0.199985,62.31657211047493
73,4,J7,-1.5e-05,62.31657211047493
73,5,J10,-1.5e-05,62.31657211047493
73,6,J11,0.149985,62.31657211047493
73,7,J12,-1.5e-05,62.31657211047493
73,8,J22,-1.5e-05,62.31657211047493
74,0,J0,0.025677810861169256,63.5671299213361
74,1,J1,-1.5e-05,63.5671299213361
74,2,J5,-1.5e-05,63.5671299213361
74,3,J6,0.199985,63.5671299213361
74,4,J7,0.199985,63.5671299213361
74,5,J10,0.224985,63.5671299213361
74,6,J11,-1.5e-05,63.5671299213361
74,7,J12,0.299985,63.5671299213361
74,8,J22,0.299985,63.5671299213361
75,0,J0,0.025677810861169256,64.09268773219726
75,1,J1,-1.5e-05,64.09268773219726
75,2,J5,-1.5e-05,64.09268773219726
75,3,J6,0.199985,64.09268773219726
75,4,J7,-1.5e-05,64.09268773219726
75,5,J10,-1.5e-05,64.09268773219726
75,6,J11,-1.5e-05,64.09268773219726
75,7,J12,-1.5e-05,64.09268773219726
75,8,J22,0.299985,64.09268773219726
76,0,J0,0.025677810861169256,64.51824554305843
76,1,J1,-1.5e-05,64.51824554305843
76,2,J5,-1.5e-05,64.51824554305843
76,3,J6,0.199985,64.51824554305843
76,4,J7,0.199985,64.51824554305843
76,5,J10,-1.5e-05,64.51824554305843
76,6,J11,-1.5e-05,64.51824554305843
76,7,J12,-1.5e-05,64.51824554305843
76,8,J22,-1.5e-05,64.51824554305843
77,0,J0,0.025677810861169256,65.44380335391959
77,1,J1,-1.5e-05,65.44380335391959
77,2,J5,0.299985,65.44380335391959
77,3,J6,0.299985,65.44380335391959
77,4,J7,-1.5e-05,65.44380335391959
77,5,J10,-1.5e-05,65.44380335391959
77,6,J11,-1.5e-05,65.44380335391959
77,7,J12,0.299985,65.44380335391959
77,8,J22,-1.5e-05,65.44380335391959
78,0,J0,0.025677810861169256,65.99436116478076
78,1,J1,-1.5e-05,65.99436116478076
78,2,J5,-1.5e-05,65.99436116478076
78,3,J6,-1.5e-05,65.99436116478076
78,4,J7,-1.5e-05,65.99436116478076
78,5,J10,-1.5e-05,65.99436116478076
78,6,J11,0.224985,65.99436116478076
78,7,J12,0.299985,65.99436116478076
78,8,J22,-1.5e-05,65.99436116478076
79,0,J0,0.025677810861169256,66.91991897564192
79,1,J1,0.149985,66.91991897564192
79,2,J5,-1.5e-05,66.91991897564192
79,3,J6,0.299985,66.91991897564192
79,4,J7,-1.5e-05,66.91991897564192
79,5,J10,0.224985,66.91991897564192
79,6,J11,0.224985,66.91991897564192
79,7,J12,-1.5e-05,66.91991897564192
79,8,J22,-1.5e-05,66.91991897564192
80,0,J0,0.025677810861169256,67.7704767865031
80,1,J1,-1.5e-05,67.7704767865031
80,2,J5,-1.5e-05,67.7704767865031
80,3,J6,0.299985,67.7704767865031
80,4,J7,-1.5e-05,67.7704767865031
80,5,J10,-1.5e-05,67.7704767865031
80,6,J11,0.224985,67.7704767865031
80,7,J12,0.299985,67.7704767865031
80,8,J22,-1.5e-05,67.7704767865031
81,0,J0,0.025677810861169256,68.62103459736427
81,1,J1,-1.5e-05,68.62103459736427
81,2,J5,-1.5e-05,68.62103459736427
81,3,J6,0.299985,68.62103459736427
81,4,J7,-1.5e-05,68.62103459736427
81,5,J10,-1.5e-05,68.62103459736427
81,6,J11,0.224985,68.62103459736427
81,7,J12,-1.5e-05,68.62103459736427
81,8,J22,0.299985,68.62103459736427
82,0,J0,0.025677810861169256,68.64659240822544
82,1,J1,-1.5e-05,68.64659240822544
82,2,J5,-1.5e-05,68.64659240822544
82,3,J6,-1.5e-05,68.64659240822544
82,4,J7,-1.5e-05,68.64659240822544
82,5,J10,-1.5e-05,68.64659240822544
82,6,J11,-1.5e-05,68.64659240822544
82,7,J12,-1.5e-05,68.64659240822544
82,8,J22,-1.5e-05,68.64659240822544
83,0,J0,0.17567781086116924,69.02215021908661
83,1,J1,-1.5e-05,69.02215021908661
83,2,J5,-1.5e-05,69.02215021908661
83,3,J6,-1.5e-05,69.02215021908661
83,4,J7,-1.5e-05,69.02215021908661
83,5,J10,-1.5e-05,69.02215021908661
83,6,J11,-1.5e-05,69.02215021908661
83,7,J12,-1.5e-05,69.02215021908661
83,8,J22,0.199985,69.02215021908661
84,0,J0,0.025677810861169256,69.87270802994779
84,1,J1,-1.5e-05,69.87270802994779
84,2,J5,-1.5e-05,69.87270802994779
84,3,J6,0.299985,69.87270802994779
84,4,J7,-1.5e-05,69.87270802994779
84,5,J10,0.224985,69.87270802994779
84,6,J11,-1.5e-05,69.87270802994779
84,7,J12,-1.5e-05,69.87270802994779
84,8,J22,0.299985,69.87270802994779
85,0,J0,0.025677810861169256,71.02326584080896
85,1,J1,-1.5e-05,71.02326584080896
85,2,J5,-1.5e-05,71.02326584080896
85,3,J6,0.299985,71.02326584080896
85,4,J7,-1.5e-05,71.02326584080896
85,5,J10,0.224985,71.02326584080896
85,6,J11,0.299985,71.02326584080896
85,7,J12,-1.5e-05,71.02326584080896
85,8,J22,0.299985,71.02326584080896
86,0,J0,0.025677810861169256,72.47382365167013
86,1,J1,-1.5e-05,72.47382365167013
86,2,J5,-1.5e-05,72.47382365167013
86,3,J6,0.299985,72.47382365167013
86,4,J7,0.299985,72.47382365167013
86,5,J10,0.224985,72.47382365167013
86,6,J11,0.299985,72.47382365167013
86,7,J12,-1.5e-05,72.47382365167013
86,8,J22,0.299985,72.47382365167013
87,0,J0,0.030985,73.02968865167013
87,1,J1,-1.5e-05,73.02968865167013
87,2,J5,-1.5e-05,73.02968865167013
87,3,J6,-1.5e-05,73.02968865167013
87,4,J7,-1.5e-05,73.02968865167013
87,5,J10,0.224985,73.02968865167013
87,6,J11,-1.5e-05,73.02968865167013
87,7,J12,0.299985,73.02968865167013
87,8,J22,-1.5e-05,73.02968865167013
88,0,J0,-1.5e-05,74.15455365167013
88,1,J1,-1.5e-05,74.15455365167013
88,2,J5,-1.5e-05,74.15455365167013
88,3,J6,0.299985,74.15455365167013
88,4,J7,-1.5e-05,74.15455365167013
88,5,J10,0.224985,74.15455365167013
88,6,J11,0.299985,74.15455365167013
88,7,J12,0.299985,74.15455365167013
88,8,J22,-1.5e-05,74.15455365167013
89,0,J0,-1.5e-05,74.82941865167012
89,1,J1,-1.5e-05,74.82941865167012
89,2,J5,-1.5e-05,74.82941865167012
89,3,J6,0.299985,74.82941865167012
89,4,J7,-1.5e-05,74.82941865167012
89,5,J10,0.224985,74.82941865167012
89,6,J11,0.149985,74.82941865167012
89,7,J12,-1.5e-05,74.82941865167012
89,8,J22,-1.5e-05,74.82941865167012
90,0,J0,-1.5e-05,75.10428365167013
90,1,J1,-1.5e-05,75.10428365167013
90,2,J5,-1.5e-05,75.10428365167013
90,3,J6,0.199985,75.10428365167013
90,4,J7,-1.5e-05,75.10428365167013
90,5,J10,-1.5e-05,75.10428365167013
90,6,J11,0.074985,75.10428365167013
90,7,J12,-1.5e-05,75.10428365167013
90,8,J22,-1.5e-05,75.10428365167013
91,0,J0,-1.5e-05,76.15914865167014
91,1,J1,-1.5e-05,76.15914865167014
91,2,J5,-1.5e-05,76.15914865167014
91,3,J6,0.299985,76.15914865167014
91,4,J7,0.199985,76.15914865167014
91,5,J10,0.224985,76.15914865167014
91,6,J11,0.029984999999999998,76.15914865167014
91,7,J12,-1.5e-05,76.15914865167014
91,8,J22,0.299985,76.15914865167014
92,0,J0,-1.5e-05,76.78901365167013
92,1,J1,-1.5e-05,76.78901365167013
92,2,J5,-1.5e-05,76.78901365167013
92,3,J6,0.299985,76.78901365167013
92,4,J7,-1.5e-05,76.78901365167013
92,5,J10,-1.5e-05,76.78901365167013
92,6,J11,0.029984999999999998,76.78901365167013
92,7,J12,-1.5e-05,76.78901365167013
92,8,J22,0.299985,76.78901365167013
93,0,J0,-1.5e-05,77.79387865167013
93,1,J1,0.149985,77.79387865167013
93,2,J5,-1.5e-05,77.79387865167013
93,3,J6,0.299985,77.79387865167013
93,4,J7,-1.5e-05,77.79387865167013
93,5,J10,0.224985,77.79387865167013
93,6,J11,0.029984999999999998,77.79387865167013
93,7,J12,-1.5e-05,77.79387865167013
93,8,J22,0.299985,77.79387865167013
94,0,J0,-1.5e-05,78.91874365167013
94,1,J1,-1.5e-05,78.91874365167013
94,2,J5,-1.5e-05,78.91874365167013
94,3,J6,0.299985,78.91874365167013
94,4,J7,-1.5e-05,78.91874365167013
94,5,J10,0.224985,78.91874365167013
94,6,J11,-1.5e-05,78.91874365167013
94,7,J12,0.299985,78.91874365167013
94,8,J22,0.299985,78.91874365167013
95,0,J0,-1.5e-05,79.44360865167013
95,1,J1,-1.5e-05,79.44360865167013
95,2,J5,-1.5e-05,79.44360865167013
95,3,J6,0.299985,79.44360865167013
95,4,J7,-1.5e-05,79.44360865167013
95,5,J10,-1.5e-05,79.44360865167013
95,6,J11,0.224985,79.44360865167013
95,7,J12,-1.5e-05,79.44360865167013
95,8,J22,-1.5e-05,79.44360865167013
96,0,J0,-1.5e-05,79.66847365167013
96,1,J1,-1.5e-05,79.66847365167013
96,2,J5,-1.5e-05,79.66847365167013
96,3,J6,-1.5e-05,79.66847365167013
96,4,J7,-1.5e-05,79.66847365167013
96,5,J10,0.224985,79.66847365167013
96,6,J11,-1.5e-05,79.66847365167013
96,7,J12,-1.5e-05,79.66847365167013
96,8,J22,-1.5e-05,79.66847365167013
97,0,J0,-1.5e-05,80.29333865167013
97,1,J1,-1.5e-05,80.29333865167013
97,2,J5,-1.5e-05,80.29333865167013
97,3,J6,0.199985,80.29333865167013
97,4,J7,0.199985,80.29333865167013
97,5,J10,0.224985,80.29333865167013
97,6,J11,-1.5e-05,80.29333865167013
97,7,J12,-1.5e-05,80.29333865167013
97,8,J22,-1.5e-05,80.29333865167013
98,0,J0,0.149985,80.86820365167013
98,1,J1,-1.5e-05,80.86820365167013
98,2,J5,-1.5e-05,80.86820365167013
98,3,J6,0.199985,80.86820365167013
98,4,J7,-1.5e-05,80.86820365167013
98,5,J10,0.224985,80.86820365167013
98,6,J11,-1.5e-05,80.86820365167013
98,7,J12,-1.5e-05,80.86820365167013
98,8,J22,-1.5e-05,80.86820365167013
99,0,J0,-1.5e-05,81.96806865167012
99,1,J1,0.149985,81.96806865167012
99,2,J5,-1.5e-05,81.96806865167012
99,3,J6,0.199985,81.96806865167012
99,4,J7,-1.5e-05,81.96806865167012
99,5,J10,-1.5e-05,81.96806865167012
99,6,J11,0.149985,81.96806865167012
99,7,J12,0.299985,81.96806865167012
99,8,J22,0.299985,81.96806865167012
100,0,J0,-3e-05,82.56949146253129
100,1,J1,0.14997,82.56949146253129
100,2,J5,-3e-05,82.56949146253129
100,3,J6,0.22666281086116924,82.56949146253129
100,4,J7,-3e-05,82.56949146253129
100,5,J10,0.22496999999999998,82.56949146253129
100,6,J11,-3e-05,82.56949146253129
100,7,J12,-3e-05,82.56949146253129
100,8,J22,-3e-05,82.56949146253129
101,0,J0,0.14997,83.47422146253129
101,1,J1,-3e-05,83.47422146253129
101,2,J5,-3e-05,83.47422146253129
101,3,J6,0.22996999999999998,83.47422146253129
101,4,J7,-3e-05,83.47422146253129
101,5,J10,0.22496999999999998,83.47422146253129
101,6,J11,-3e-05,83.47422146253129
101,7,J12,-3e-05,83.47422146253129
101,8,J22,0.29997,83.47422146253129
102,0,J0,-3e-05,84.2039514625313
102,1,J1,-3e-05,84.2039514625313
102,2,J5,-3e-05,84.2039514625313
102,3,J6,0.22996999999999998,84.2039514625313
102,4,J7,-3e-05,84.2039514625313
102,5,J10,0.22496999999999998,84.2039514625313
102,6,J11,0.07497,84.2039514625313
102,7,J12,0.19996999999999998,84.2039514625313
102,8,J22,-3e-05,84.2039514625313
103,0,J0,-1.5e-05,84.4338164625313
103,1,J1,-1.5e-05,84.4338164625313
103,2,J5,-1.5e-05,84.4338164625313
103,3,J6,0.229985,84.4338164625313
103,4,J7,-1.5e-05,84.4338164625313
103,5,J10,-1.5e-05,84.4338164625313
103,6,J11,-1.5e-05,84.4338164625313
103,7,J12,-1.5e-05,84.4338164625313
103,8,J22,-1.5e-05,84.4338164625313
104,0,J0,-1.5e-05,85.0886814625313
104,1,J1,-1.5e-05,85.0886814625313
104,2,J5,-1.5e-05,85.0886814625313
104,3,J6,0.229985,85.0886814625313
104,4,J7,0.199985,85.0886814625313
104,5,J10,0.149985,85.0886814625313
104,6,J11,0.074985,85.0886814625313
104,7,J12,-1.5e-05,85.0886814625313
104,8,J22,-1.5e-05,85.0886814625313
105,0,J0,-1.5e-05,86.1935464625313
105,1,J1,-1.5e-05,86.1935464625313
105,2,J5,0.149985,86.1935464625313
105,3,J6,0.229985,86.1935464625313
105,4,J7,-1.5e-05,86.1935464625313
105,5,J10,0.224985,86.1935464625313
105,6,J11,-1.5e-05,86.1935464625313
105,7,J12,0.199985,86.1935464625313
105,8,J22,0.299985,86.1935464625313
106,0,J0,-1.5e-05,86.6484114625313
106,1,J1,-1.5e-05,86.6484114625313
106,2,J5,-1.5e-05,86.6484114625313
106,3,J6,0.229985,86.6484114625313
106,4,J7,-1.5e-05,86.6484114625313
106,5,J10,0.224985,86.6484114625313
106,6,J11,-1.5e-05,86.6484114625313
106,7,J12,-1.5e-05,86.6484114625313
106,8,J22,-1.5e-05,86.6484114625313
107,0,J0,-1.5e-05,87.0782764625313
107,1,J1,-1.5e-05,87.0782764625313
107,2,J5,-1.5e-05,87.0782764625313
107,3,J6,0.229985,87.0782764625313
107,4,J7,-1.5e-05,87.0782764625313
107,5,J10,-1.5e-05,87.0782764625313
107,6,J11,-1.5e-05,87.0782764625313
107,7,J12,0.199985,87.0782764625313
107,8,J22,-1.5e-05,87.0782764625313
108,0,J0,-1.5e-05,87.98314146253131
108,1,J1,-1.5e-05,87.98314146253131
108,2,J5,0.149985,87.98314146253131
108,3,J6,0.229985,87.98314146253131
108,4,J7,-1.5e-05,87.98314146253131
108,5,J10,0.224985,87.98314146253131
108,6,J11,-1.5e-05,87.98314146253131
108,7,J12,-1.5e-05,87.98314146253131
108,8,J22,0.299985,87.98314146253131
109,0,J0,-1.5e-05,88.3630064625313
109,1,J1,0.149985,88.3630064625313
109,2,J5,-1.5e-05,88.3630064625313
109,3,J6,0.029984999999999998,88.3630064625313
109,4,J7,-1.5e-05,88.3630064625313
109,5,J10,-1.5e-05,88.3630064625313
109,6,J11,-1.5e-05,88.3630064625313
109,7,J12,0.199985,88.3630064625313
109,8,J22,-1.5e-05,88.3630064625313
110,0,J0,-1.5e-05,88.5928714625313
110,1,J1,-1.5e-05,88.5928714625313
110,2,J5,-1.5e-05,88.5928714625313
110,3,J6,0.229985,88.5928714625313
110,4,J7,-1.5e-05,88.5928714625313
110,5,J10,-1.5e-05,88.5928714625313
110,6,J11,-1.5e-05,88.5928714625313
110,7,J12,-1.5e-05,88.5928714625313
110,8,J22,-1.5e-05,88.5928714625313
111,0,J0,0.299985,89.7227364625313
111,1,J1,-1.5e-05,89.7227364625313
111,2,J5,0.299985,89.7227364625313
111,3,J6,0.229985,89.7227364625313
111,4,J7,-1.5e-05,89.7227364625313
111,5,J10,0.299985,89.7227364625313
111,6,J11,-1.5e-05,89.7227364625313
111,7,J12,-1.5e-05,89.7227364625313
111,8,J22,-1.5e-05,89.7227364625313
112,0,J0,-1.5e-05,90.2526014625313
112,1,J1,-1.5e-05,90.2526014625313
112,2,J5,-1.5e-05,90.2526014625313
112,3,J6,0.229985,90.2526014625313
112,4,J7,0.299985,90.2526014625313
112,5,J10,-1.5e-05,90.2526014625313
112,6,J11,-1.5e-05,90.2526014625313
112,7,J12,-1.5e-05,90.2526014625313
112,8,J22,-1.5e-05,90.2526014625313
113,0,J0,-1.5e-05,91.0824664625313
113,1,J1,-1.5e-05,91.0824664625313
113,2,J5,0.299985,91.0824664625313
113,3,J6,0.229985,91.0824664625313
113,4,J7,-1.5e-05,91.0824664625313
113,5,J10,0.299985,91.0824664625313
113,6,J11,-1.5e-05,91.0824664625313
113,7,J12,-1.5e-05,91.0824664625313
113,8,J22,-1.5e-05,91.0824664625313
114,0,J0,0.299985,92.01233146253131
114,1,J1,-1.5e-05,92.01233146253131
114,2,J5,-1.5e-05,92.01233146253131
114,3,J6,0.029984999999999998,92.01233146253131
114,4,J7,-1.5e-05,92.01233146253131
114,5,J10,-1.5e-05,92.01233146253131
114,6,J11,-1.5e-05,92.01233146253131
114,7,J12,0.299985,92.01233146253131
114,8,J22,0.299985,92.01233146253131
115,0,J0,-1.5e-05,92.58719646253131
115,1,J1,0.149985,92.58719646253131
115,2,J5,-1.5e-05,92.58719646253131
115,3,J6,0.199985,92.58719646253131
115,4,J7,-1.5e-05,92.58719646253131
115,5,J10,0.224985,92.58719646253131
115,6,J11,-1.5e-05,92.58719646253131
115,7,J12,-1.5e-05,92.58719646253131
115,8,J22,-1.5e-05,92.58719646253131
116,0,J0,-1.5e-05,93.3870614625313
116,1,J1,-1.5e-05,93.3870614625313
116,2,J5,0.299985,93.3870614625313
116,3,J6,0.199985,93.3870614625313
116,4,J7,-1.5e-05,93.3870614625313
116,5,J10,-1.5e-05,93.3870614625313
116,6,J11,-1.5e-05,93.3870614625313
116,7,J12,-1.5e-05,93.3870614625313
116,8,J22,0.299985,93.3870614625313
117,0,J0,-1.5e-05,93.6869264625313
117,1,J1,-1.5e-05,93.6869264625313
117,2,J5,-1.5e-05,93.6869264625313
117,3,J6,-1.5e-05,93.6869264625313
117,4,J7,-1.5e-05,93.6869264625313
117,5,J10,-1.5e-05,93.6869264625313
117,6,J11,-1.5e-05,93.6869264625313
117,7,J12,0.299985,93.6869264625313
117,8,J22,-1.5e-05,93.6869264625313
118,0,J0,-1.5e-05,94.6867914625313
118,1,J1,-1.5e-05,94.6867914625313
118,2,J5,0.299985,94.6867914625313
118,3,J6,0.199985,94.6867914625313
118,4,J7,-1.5e-05,94.6867914625313
118,5,J10,-1.5e-05,94.6867914625313
118,6,J11,-1.5e-05,94.6867914625313
118,7,J12,0.299985,94.6867914625313
118,8,J22,0.199985,94.6867914625313
119,0,J0,0.029984999999999998,95.61665646253131
119,1,J1,-1.5e-05,95.61665646253131
119,2,J5,-1.5e-05,95.61665646253131
119,3,J6,-1.5e-05,95.61665646253131
119,4,J7,0.199985,95.61665646253131
119,5,J10,-1.5e-05,95.61665646253131
119,6,J11,0.299985,95.61665646253131
119,7,J12,0.299985,95.61665646253131
119,8,J22,0.09998499999999999,95.61665646253131
120,0,J0,0.029984999999999998,96.64652146253131
120,1,J1,0.149985,96.64652146253131
120,2,J5,-1.5e-05,96.64652146253131
120,3,J6,0.199985,96.64652146253131
120,4,J7,0.299985,96.64652146253131
120,5,J10,0.149985,96.64652146253131
120,6,J11,-1.5e-05,96.64652146253131
120,7,J12,-1.5e-05,96.64652146253131
120,8,J22,0.199985,96.64652146253131
121,0,J0,0.179985,97.32638646253132
121,1,J1,-1.5e-05,97.32638646253132
121,2,J5,0.299985,97.32638646253132
121,3,J6,0.199985,97.32638646253132
121,4,J7,-1.5e-05,97.32638646253132
121,5,J10,-1.5e-05,97.32638646253132
121,6,J11,-1.5e-05,97.32638646253132
121,7,J12,-1.5e-05,97.32638646253132
121,8,J22,-1.5e-05,97.32638646253132
122,0,J0,0.029984999999999998,98.30625146253132
122,1,J1,-1.5e-05,98.30625146253132
122,2,J5,-1.5e-05,98.30625146253132
122,3,J6,0.199985,98.30625146253132
122,4,J7,-1.5e-05,98.30625146253132
122,5,J10,0.149985,98.30625146253132
122,6,J11,0.299985,98.30625146253132
122,7,J12,0.299985,98.30625146253132
122,8,J22,-1.5e-05,98.30625146253132
123,0,J0,0.029984999999999998,99.23611646253133
123,1,J1,-1.5e-05,99.23611646253133
123,2,J5,0.299985,99.23611646253133
123,3,J6,0.299985,99.23611646253133
123,4,J7,-1.5e-05,99.23611646253133
123,5,J10,-1.5e-05,99.23611646253133
123,6,J11,-1.5e-05,99.23611646253133
123,7,J12,-1.5e-05,99.23611646253133
123,8,J22,0.299985,99.23611646253133
124,0,J0,0.029984999999999998,99.86598146253132
124,1,J1,-1.5e-05,99.86598146253132
124,2,J5,-1.5e-05,99.86598146253132
124,3,J6,0.299985,99.86598146253132
124,4,J7,-1.5e-05,99.86598146253132
124,5,J10,-1.5e-05,99.86598146253132
124,6,J11,-1.5e-05,99.86598146253132
124,7,J12,0.299985,99.86598146253132
124,8,J22,-1.5e-05,99.86598146253132
125,0,J0,0.029984999999999998,100.79584646253133
125,1,J1,-1.5e-05,100.79584646253133
125,2,J5,-1.5e-05,100.79584646253133
125,3,J6,0.299985,100.79584646253133
125,4,J7,-1.5e-05,100.79584646253133
125,5,J10,-1.5e-05,100.79584646253133
125,6,J11,-1.5e-05,100.79584646253133
125,7,J12,0.299985,100.79584646253133
125,8,J22,0.299985,100.79584646253133
126,0,J0,0.029984999999999998,102.25071146253133
126,1,J1,-1.5e-05,102.25071146253133
126,2,J5,0.299985,102.25071146253133
126,3,J6,0.299985,102.25071146253133
126,4,J7,-1.5e-05,102.25071146253133
126,5,J10,0.224985,102.25071146253133
126,6,J11,-1.5e-05,102.25071146253133
126,7,J12,0.299985,102.25071146253133
126,8,J22,0.299985,102.25071146253133
127,0,J0,0.029984999999999998,103.10557646253133
127,1,J1,-1.5e-05,103.10557646253133
127,2,J5,0.299985,103.10557646253133
127,3,J6,-1.5e-05,103.10557646253133
127,4,J7,-1.5e-05,103.10557646253133
127,5,J10,0.224985,103.10557646253133
127,6,J11,-1.5e-05,103.10557646253133
127,7,J12,0.299985,103.10557646253133
127,8,J22,-1.5e-05,103.10557646253133
128,0,J0,0.17567781086116924,103.8061342733925
128,1,J1,-1.5e-05,103.8061342733925
128,2,J5,-1.5e-05,103.8061342733925
128,3,J6,0.299985,103.8061342733925
128,4,J7,-1.5e-05,103.8061342733925
128,5,J10,0.224985,103.8061342733925
128,6,J11,-1.5e-05,103.8061342733925
128,7,J12,-1.5e-05,103.8061342733925
128,8,J22,-1.5e-05,103.8061342733925
129,0,J0,0.025677810861169256,104.13169208425367
129,1,J1,-1.5e-05,104.13169208425367
129,2,J5,-1.5e-05,104.13169208425367
129,3,J6,0.299985,104.13169208425367
129,4,J7,-1.5e-05,104.13169208425367
129,5,J10,-1.5e-05,104.13169208425367
129,6,J11,-1.5e-05,104.13169208425367
129,7,J12,-1.5e-05,104.13169208425367
129,8,J22,-1.5e-05,104.13169208425367
130,0,J0,0.025677810861169256,104.90724989511484
130,1,J1,-1.5e-05,104.90724989511484
130,2,J5,0.299985,104.90724989511484
130,3,J6,-1.5e-05,104.90724989511484
130,4,J7,-1.5e-05,104.90724989511484
130,5,J10,0.224985,104.90724989511484
130,6,J11,0.224985,104.90724989511484
130,7,J12,-1.5e-05,104.90724989511484
130,8,J22,-1.5e-05,104.90724989511484
131,0,J0,0.025677810861169256,105.53280770597601
131,1,J1,-1.5e-05,105.53280770597601
131,2,J5,-1.5e-05,105.53280770597601
131,3,J6,-1.5e-05,105.53280770597601
131,4,J7,-1.5e-05,105.53280770597601
131,5,J10,-1.5e-05,105.53280770597601
131,6,J11,-1.5e-05,105.53280770597601
131,7,J12,0.299985,105.53280770597601
131,8,J22,0.299985,105.53280770597601
132,0,J0,0.025677810861169256,106.45836551683718
132,1,J1,-1.5e-05,106.45836551683718
132,2,J5,0.299985,106.45836551683718
132,3,J6,0.299985,106.45836551683718
132,4,J7,-1.5e-05,106.45836551683718
132,5,J10,-1.5e-05,106.45836551683718
132,6,J11,-1.5e-05,106.45836551683718
132,7,J12,0.299985,106.45836551683718
132,8,J22,-1.5e-05,106.45836551683718
133,0,J0,0.025677810861169256,107.30892332769835
133,1,J1,-1.5e-05,107.30892332769835
133,2,J5,-1.5e-05,107.30892332769835
133,3,J6,0.299985,107.30892332769835
133,4,J7,-1.5e-05,107.30892332769835
133,5,J10,0.224985,107.30892332769835
133,6,J11,-1.5e-05,107.30892332769835
133,7,J12,-1.5e-05,107.30892332769835
133,8,J22,0.299985,107.30892332769835
134,0,J0,0.025677810861169256,107.83448113855952
134,1,J1,-1.5e-05,107.83448113855952
134,2,J5,-1.5e-05,107.83448113855952
134,3,J6,0.299985,107.83448113855952
134,4,J7,0.199985,107.83448113855952
134,5,J10,-1.5e-05,107.83448113855952
134,6,J11,-1.5e-05,107.83448113855952
134,7,J12,-1.5e-05,107.83448113855952
134,8,J22,-1.5e-05,107.83448113855952
135,0,J0,0.025677810861169256,108.5350389494207
135,1,J1,0.149985,108.5350389494207
135,2,J5,-1.5e-05,108.5350389494207
135,3,J6,-1.5e-05,108.5350389494207
135,4,J7,-1.5e-05,108.5350389494207
135,5,J10,0.224985,108.5350389494207
135,6,J11,-1.5e-05,108.5350389494207
135,7,J12,-1.5e-05,108.5350389494207
135,8,J22,0.299985,108.5350389494207
136,0,J0,0.025677810861169256,108.96059676028186
136,1,J1,-1.5e-05,108.96059676028186
136,2,J5,-1.5e-05,108.96059676028186
136,3,J6,0.199985,108.96059676028186
136,4,J7,0.199985,108.96059676028186
136,5,J10,-1.5e-05,108.96059676028186
136,6,J11,-1.5e-05,108.96059676028186
136,7,J12,-1.5e-05,108.96059676028186
136,8,J22,-1.5e-05,108.96059676028186
137,0,J0,0.025677810861169256,109.63615457114302
137,1,J1,0.149985,109.63615457114302
137,2,J5,-1.5e-05,109.63615457114302
137,3,J6,0.199985,109.63615457114302
137,4,J7,-1.5e-05,109.63615457114302
137,5,J10,-1.5e-05,109.63615457114302
137,6,J11,-1.5e-05,109.63615457114302
137,7,J12,0.299985,109.63615457114302
137,8,J22,-1.5e-05,109.63615457114302
138,0,J0,0.025677810861169256,110.4617123820042
138,1,J1,-1.5e-05,110.4617123820042
138,2,J5,-1.5e-05,110.4617123820042
138,3,J6,0.199985,110.4617123820042
138,4,J7,-1.5e-05,110.4617123820042
138,5,J10,-1.5e-05,110.4617123820042
138,6,J11,-1.5e-05,110.4617123820042
138,7,J12,0.299985,110.4617123820042
138,8,J22,0.299985,110.4617123820042
139,0,J0,0.025677810861169256,111.66227019286536
139,1,J1,-1.5e-05,111.66227019286536
139,2,J5,0.299985,111.66227019286536
139,3,J6,0.199985,111.66227019286536
139,4,J7,-1.5e-05,111.66227019286536
139,5,J10,0.224985,111.66227019286536
139,6,J11,0.149985,111.66227019286536
